tbttt ttmbt bbbqb tttbt ttbtt tbttt ttttb ttbht ttttt ttbtb tttmq mttbb ttbtt btttt btttt bthtt 
ttttt ttttt ttbtt ttbtm btttt ttttt tbbtt ttbtt mtttt ttttt ttbtm ttttt tbbtb bbttt tbmtb tbtmb 
ttttt btttt btbmt tmtmb tttbt mtttt thtbt ttbhm btttt bbttm tttbt tmtth ttbtt ttttt bhttt ttttb 
btbtt tbtmt ttttt ttttt tttbb ttttt tttbt tttbt ttmtt ttbtt tbttt ttttb ttttt tbtbt httbb tttth 
tbtmt tmttt ttbtt ttttq btbtt tbtbt tbttb bttht ttbtt tbtqt tbmbt tbbbt ttbtt ttttt ttttt tmbtt 
ttttt ttmtb ttbtb ttttt httbt tttth ttbtb tmtty tbttt tttbt ttttt hbtbb ttttt mttbb ttttt ybmbt 
ttbtb tttbb ttmtt bbttt mtmtt tmbbt ttttt btttt tbttt btttt tttbb tttbb ttbtb tbtbt ttttt tmbbb 
bttmm ttbbt tbtbt tttmq tbmtt tmttb mbbtt ttttt bttbt bttmt btttt bttbt qbbtt tttbt btbtm tbttb 
bbbtb tbttt mhttt htttt ttbmt btttt bmtht ttmbt tbtbt tttqt tttbt ttttt btttt btttt tttbt mtttm 
tttbt tmtbb ttttt bmttt tbbtt ttttb tttmt tbttb tmbbt tbtbt bbttt mttbt tmttt ttttt tmtmt ttttb 
btbtb ttttt btbmm mtttb ttbtt ttmbt tmtbt btttt thttt mttmh tttbt bbbtt qmbmt ttbtb ttmtt ttbtm 
tthbb tbttt bttmt tttmb bmbtt btttt btttm ttmtt tmbtt mtbtb btttb ttbtt ttmtb btbmm ttttb ttttt 
tmtbt btttt tbttb ttbbt btttt ttbbt ttttb mtttt bbbbm tmtbt tqttm tttth tttbt tbtbt ttttb btttt 
ttttq tmttt btmtt ttmmt tbbtt btttt ttttt ttbbt tmttb hbtbt tmmtm tbttb tjtbt tbttm ttmbt tttbt 
ttttm btttt btttm bbttt tbttt ttttb tbthh ttttt ttttt mtttt tbbtt tttbt ttmbb tbttm ttttt ttttt 
btttt tbtqt bbbtb qtttt btbtb tttbm bttbt ttbth ttmtb btmht ttttt bttbb ttbbb bmbtt ttbbt mtmtb 
mtbtt ttttt bbttm mbttt ttmtt tmbtt ttttt mmtmt ttttb tmttb ttbtt tbttt tmttt ttbtm htymm ttttt 
ttmtt ttbbt ytbbt btbbt tttbt thtbt thbtt tbtbb bbttt ttttt bqtbt qtqtb ttttt tttbm ttqtt btttt 
tthmt ttttt ttttt thttt ttttb tttbt tbttb ttttt btttq mttmb btttt ttttt ttmtm bmthm bttbt tbmtb 
ttttt tttth bttht bmtbt bttbt btbtt ttbtb tttbt bmttm btttt mtttm ttttt bmbtt ttbtt tbttt tttbt 
btbht tmttt tmttb ttttt ttbbb ttbtt tthtt bbtmt ttbbt ttttb tbttt ttttm tttbt ttbtm ttttt ttttt 
bmmtt ttbtt tttmt mtmtt thtqt mtmbb ttmth ttbbt bbbbb bmttt ttttt btbbb ttbtb ttbbb tbbtt ttmtt 
ttbbt ttbmt ttttt ttqtt ttttt tbttb bthtt tmbbt bbttt btttt ttbtt tbttt tmttt tbtmh tbmtt btmbm 
ttttt ttbtb ttttt btttb btbtb ttttb bbttt tttth thbtt tmbbt bbttt tttbt ttbbb tmbmt btbtm ttbbt 
tbttt ttmtt bbbtt tbbtb ttttb tttbb tbttt tbhtb tbtbt bbttb ttttt tttth ttttt ttbtb btbtb btttt 
tttbt btmbt btmbt tttmb ttbtm tmmtt tmtbt btttt mtmbt bttbb thttt tttbt tttbt bbttb ttttb ttbtt 
ttmtt btttt mttth tbbtb ttttt btthb ttttt ttttt ttbtt mttth tbttt tttbb btbtt mmttt ttbty bbttq 
bmttb mtbtt htttt ttttb ttbtt ttbtt ttttt bttbt bmbtt tmttt tbbtt btttt bbbtt tbtbt btttt tttbt 
bbttt tmtbm qtbtt tmhbt thbtt tbbtt tbttt bttmt tbhbt mttbt tbmtb ttbtt tbttt tbtbt tbtbm mtbtb 
btbtt bttth ttttt ttttt tmtmt ttttt bbttm tttbt tbttt ttbtt tttmm tttbm ttmtb btbtt btttt ttmtt 
btbbh tthtt ttbtt tbbtb btttt mtttt thmtt bttbt btttt btthb tttbb ttmtb ttttt tttbt ttbtm tttbh 
ttttt qbtbb thtbt bttbt ttmtt tttmt ttbtt btttq ttbtm ttttt btttt tttmh htttb ttttt qbtmt ttttm 
ttbmt ttttm ttttb mtbtm bttbt tmmtt btttt btttt tbttt ttmbt ttttt tttbt btthh tbmtt bbttt mtbtt 
tbtmt btttt ttttb mttbt ttmbt ttttb btbbh btmbb tttbt btttt mbbbt tmbbt bttbt bbbtb ttbbt btbbb 
tbtbt ttttm ttttt ttttt bttht bhbbt tbhtb ttttt tttbb tbttt htttt ttttt tmttt hmtbb htbtb ttbtt 
tttbt tthtq htttt ttmht tttbt tqttt ttttb ttttb tttmt ttttt ttttt btttt htttt ttttt tttbt tttbm 
tmtbt btttb tqmmm bttbb tttbt bttbt ttbtt tbttt tmyht ttttt hmttb ttttm tbbtt tmtbb btttb ttttt 
mtttt bbttt tbbmt qtmbt btttt btttm ttbtt ttttb bbtmt ttttt tbmbb mbbbt tbtbt ttttt tttbt htttt 
ttbtt ttbtt tbttt ttttt ttttt ttttt btqbt mttbt ttttt tttbt tbttb tbtbh ttbtt bbttt tbmtt bbtht 
tbbtt bmbtm tmthb ttttt ttttt bbttt ttbtt mbtth ttbtb mtmtt tmbbt ttbbt tttbb tbbbb tttbt ttttt 
ttttm tttbt ttbtt btttt ttttt mtbtt ttttt ttbbt bthtm ttttt ttttb tmtbt ttbtb tttth btttt tbmtt 
bmtbb btmtt btttb tttmt htmtt tttbb ttttb ttttb ttqbt tttmt ttbmt tmttt ttttt mtttt bbttb ttttm 
bbttt mtbbt tmbtt bhtmt ttttt ttttt ttmtt bbbtt btttb bbttt ttmtt mbttt tmbht ttqtt bqttt btbtt 
tbbmt tmtbt mbbbb mttmb tbbtb bbtbt ttbtt bttbt tmhtm tmbtt ttbbt tbmbt tttmt btttt ttbbt ttmtt 
tbbtb btttt bhttb ttttt tbttb ttttt ttbtt tbtbt ttbtt btmtt btmtt tmttt tbbhb tttbb tbmtt tbbtt 
tttbb tbtmt tttmb tttmt ttttt thbqb mttmb tttbq bbttt bbtbq ttttt ttttb bttbb tbtmt tmttb tttmb 
bbtmb yttmt btttt ttttb ttmbt ttttt bttmt ttbtt tbmtt tmtht tbttt ttttt btttt ttttt tqttt tttqt 
ttttt tttbb ttmtb ttttt bbttt ttttt mtbht tbtbt tbtbm tbthm ttmth mbtbb tmtmt tbttb ttttt thtth 
tbtbt tbttt tmmtt tttbt tmtmt tttht ttbtt ttttt htttt tttth btttt btmtb bttbt btttb bbtbb ttttt 
ttttt btttt tbtbb bttbt tbtbt ttttt ttttb ttttt thttb ttttm ttmtb ttttt tbmhb bttbt ttbbb mtmth 
bmttt tbttb ttttt tbttt bqmbt ttbtt ttttt tttth ttmtt tbttt tmttm bbbmt btttt ttbht bbbtt ttttt 
tttbb tbtmt btttt tmbtt htttt tmttt ttttb tbttt btttt ttbtt btttt mtbbt ttbbt bbtht tttbt ttttt 
ttttt htttt ttbmt mhttm ttbtb bttbb tmttt btttt ttttb ttttt ttbtb ttbtm ttbmt ttttt ttbtb ttttb 
ttttt btttt tbbtt ttmtt btttt tbbbb mttbt tttbt ttttt ttttt ttttt btbtb ttttb ttttt mtttb ttttb 
mttbb ttbmb btttt mtmtt btttt ttbtt htttt tbmtt bbmtt mtttt bbttt tttth tmttt tbttt btttt tbbbb 
tttbt ttttt bttbm ttttt tmbbt bbttt tttbb bttbt ttttt tbttt tbtbq btttt bbttb mtttt qtttb ttttt 
mtttm tbmtb bttbm qtttt bthtt ttbtt tthtt tttbt tttbt ttttt tttmb ttmbt ttbtt tbbtt bbtbm ttttt 
mtbtt ttttt tbttt tmttb bbttt mtttm bbttt ttttt ttbtb tttht thbbt ttttb bbtbt tmttt bbbtt tbtbb 
