ccccc kmccm mkcck kkccc kkccc kgkck ckckc skckc ccccc ccccc mcmcc cckkk kkcck cmcck ccccc cmcks 
ccccc ccccc ccmck ckkcc mccsc cckcc scccc cckcc ckccc ccmcc kccck cmckm cccmk cckkc ccccc kcccm 
ckccc mcckc kcckc kkccc ccmcc cccck ccmcc mkkcc kcccc cscck kkmcc ckkkk ccccc kcckc cmcmc ccccc 
kkmkk ccccc kmkkc csccm kcccm cckcc ckccc ckccc cccck scckm ckccs ckgcm kcccc ccccc cccck kckck 
cmgkk kkcck ccckc kkckk mcccm ccmcc kccsc kkkkk kkckc ccccc kccck kcskk ckccc kckkk ccccc ckckc 
ckcmc cccck ckccc ccccc sckcc ccmcc ckmcc ccscc kcccc ccckc kcccc ckcck ccccc kcccc ccmck ccckc 
ckcck kkkck cmmcs mcsmk kgccc ccckc cmsmc cccmk kcccc ckccc ccccc cckcc cccmc mkcmm ccmcc ccccc 
kckcc ckccc ckcck ccccc kcckc kccmk ccccc gccgc kmcmc skcck kcckc ccccc ckcck ccccc cccmk ckccc 
ccccc mcccc cccck ccccs ccccc ccckc kmscs mcckk kcccc mmkck ccckc kkkcc ckcck kkkck kckck cccmc 
csmkc kccks cccck ccccc ccccc mckck cmckm ccccc cccck ccckc cccck ccckc ccckk kcccc kckck ckccc 
ckkcc ccccc kgkck ckccm scccc ccccc ckccc kkcmc kcmcc cckmc cmccc scccc cckkc cckcc ccccc kkcck 
ckccc mcccc cmccc gcccc ccccc ccccc kcccc ckccc kcccc ccccc ccmcc ccmcc ccccc kckmk cckck ccckk 
kckmc mcmck ckccc cskcs ccccc kccqc ckckc kkmkc ccckc kckcc ccccc ckccc kckcc cckcm scccc ccccm 
ccmcc kcccc ccccs kccmc ccccc kcccc smcks ccccc ccmkc ckcmc kcccc mcccc kkccc ccckc mcckc kckmc 
ccmck ccccc cccqk ccckc kcccc cckkc ckccc cccck cccmk cccmc ckkcc cckcc ckccc ccccc kckkc cmkkc 
ccckc cmmcc kcccc csccc ccccc mkcmk ccmcc csccc ccckc ccccm ckcck ccccc kkckm kkccc kckcc ckccc 
kckck kkcmk kckcc ccmcc ccccc kckcc ccccc kccmk csccc mcccc ccccc kcckm kccck ccccc kkccc cccgc 
ccccc kcccc kckmc ccckc ccccc ccccc cmmkc cccsc cccck kkccc mckkc cmccm kcwcc ccmck ccmcc ccckc 
ckkck ccskc kcmcc cmcck ccccc kkccc ccccq ccccc mckcc ccckm ckccc cckkc ckcck mcccc cckkc ccckc 
ccckk kcccc ckckk ccccc ccccc gkkcc ccckk kcccc cccks ccckk ckccc ccccc ckccc cccck cskmc ccmcs 
ckckc mmccc cmcck kcckc ccccc ccckc kmccc cckcc cmkkc cckkc kckcc kckkc cckcc kkckc cgcck mccck 
ckmcc ckcck ksccm kckcc ccccc ccccc kcckc kkccm kckcc cccck cckcc csccc mcccm ccckm ccccc kckcc 
skkcc cccck cmcck ccccc ccccm mkccc ckccc ccccs ccckc ccmcc ccccc mckcc cccck ccckc ccckc ccccs 
cckkk mcccc ckccc mcccc mckcc ccckc kcmcc ckkck mccck cmmcc kcckk cmccc vkkck ccccc ccckc kcccc 
kkcck cckcc cccck sccck ckmkm cccck kcccc cckcc ckckc kcccc ccccc kcccc cccck cckcc ccmcc kkkcc 
ccmck cccmk ccccc ccckc ckckc ccccc cckcc ccscc ccmcm cccck kmkcc kkccc kcccc cckcc mcmcc kcckk 
kcgcc ccccc ccccc ccccc ckccs ccckc cmcck cckkc ckccc kmccc cccmk cckck kcccc ccscc ccscc ccccc 
ckccc cgccc ccmkk ccccc ckkkc ckcck kcckc ckccs ccccc cckcc cskcc ccccc mcccc ccccc cccck ccccm 
cckcq ccckc ccmkc kkmcm cckkm ccccm ccccc ccccm cmccc cckcc ccccc kccck cckck cccmc cmcck cckcs 
ccscc ckccc ccckc cccmv cckmc kscck kckcc ckkcc cccck ccckm cmccc ccckk cmccc kmccc ccckk cgccc 
ckcck mcccs kccck mkkck sckcc cccck cckkc cccck kcccm ccmsc ccckk mckkk ccckk ckkcc ccckc kkccc 
ccckc mcckc ccccm ccccc csccm ckcks ckcmc scscc kmckc kccsc ccckc ckccc cckck kccck ccmcc cgckc 
mccck ccccc cmkcc ckckc ccckc scckc cckkc ccccc ccccc cckcc ccccc mkccm cccck ckkck kcccc ccmck 
ckmcm kkccc ccccc ccmcc ccckk cmccc kkckc ckccc kckmk ccccc ccmcc cccsc kcmkc cccck kkccg kckkc 
kcckc ccckk cmccm kkckk ccccc cccck mckks kccmc kcccc ccccm cckck ccckk cmckk cckkm ccckc cckkc 
cccck cckcc cccmk ccccm mcccc mvccc cckck ckcmc ccccm kckcc cmccc kcccc mckcc mmckk mkckc kcgcc 
ccccc ckckk mkkcc ckccc kcckk kcckc ccckk kmkcc ckcck ccccc kcccc kkcck ccccc cccck kmcmc cckkk 
csccc cckcc cckkc mcccc kcccc scckc ckccc cccmk kckkc ccccc cckkc mcckc ckccc cccgk ccckk kckcc 
ccccc kkcsc cckcc mcccc mckcm ccckc ckckc ckccc gcckc ccccs gccqc ckccc csckc ccccc ccmck kckkc 
ccccc kkkcm ccckc ckcck ccccm kkkcc kkcck cckck ccccc kcccc cmccc cccmc kcccc ccckm mckkk ckckc 
ccccc ckccc kcmcc ckckk ccccc ccccc kkccc ccccc cckck ckcck kkccc cccck mccck ccccc gmmkc cckcm 
ccckc kcccc kkccc ccccc scccc ckccc cckmk cccck cccmc cccmk ccccc ckccc cccck cckcc ccccc sckcm 
cmccc ckcmc kccck ckckc ckkcc ckckc cccmk ckccc kcccc kqccc ccccc ckccc ckccc kcccc cckcc scccc 
ckccc kcmkc ckmcc mkkck ckccc qckkc kckkc ccckc scmcc ccccc cckck kckcs ccksc ccccc kkkcc ccccc 
cckcs ccccc cccck mckkc ckccm cmccc ckcks ccccs ccgck ckccc ccmkc ckccc ccccs csckk cgkcc kcccc 
ccckm ckgkc ckcck kcckk ccccc kkccc ccckk ckcck ccccc cckcc ckcks ccmcc cccmc kkscc ckcck mckcc 
cckkk cmckc ccccc kkskc sckcc mmcmk ccmkc ccmkc ccccs kcccc mmkcc cccck mckcc ccckc ckccc kccck 
ckmcc mkccc kkmkc kcccc ccccc kccck ccccc kgckc cmkcc kccmk ccccc smccc scccc cmcmc kcccc cccsc 
ccckc kcckk mkcck kcckc ccckc mckcc ckckc kmckc cmckk mmckc ccmck ccckc cccck kkcck kkccc kccck 
ccsck cccck ckccc cmkmc cmckk kcccc kcccc kmmck cckkc ckkcc mccck cckcc kkmcs cccmc ccccc ccgmc 
ccccc kmcck ckkcc ckckc cmckm ccccc cmmcm kccck gmccc ckcks mckcc ccmcs ccccc ccccm skkcm cmckc 
kmkkc cmccs ccckc cckmc mcckc ccckc cckck ckscc ckkkc cmccc kmmmc ccckc mcckc cckcc ckccc kckcm 
cccck kccsc cccck ccsck cckcc ccccc kcckc ccccc cskck ckcck ckkcc gckcc cccmm cckcc ccccc kckcc 
mcmcc ccccc ccqgc ccksc ckkcc sccck ccccc ccccg ckcsc cckkc mcccc ccccc ccmck kcccc ccccc cmcck 
ccckc kmcmm cckkk cskkc cckcc kckcc ccmcc cckcc ccccc kccsk cckcc mkccc kccmc ccccc ccccc kcckc 
ccmcc ccckk cckcc cccmc ccccc ckccc kcccc ccccg ccccc ccccc cckcc mgccc ckkcc ckkcc kmccc kcccc 
cmckk ccqcc ckckc ckkck ccccc ccckc kmcck ccmkk ccckc mkkkm kcckc cccck kqkmk csccc cmkck ckccc 
cccmk ccmcc ccckk ccccc ckckk ccccc ccccc mccck csccc ckccc skmkk ccccc ccckc ccccc kcckk kccmc 
cckck cmkck ccmcc cccmc ckccc ccccm ccccc cmcck kckcc kkcck cckcc cccmc ckkkk cccmc ccmkc ckkcc 
cckmc ckkcc cccmc cccck cccck cmcck mcccc cckcm scccc ccccc sskcc ccccc ccccc ckckc kcccc ckccc 
ckccc ckckc ccccc kcccc scccc kkccc ccckc cckck kmccc cckcc kkckc cgckc cccmc kcgcc cckck kcckc 
ccccc kcmck kccck kmckc ccmck csckc cckkc ckmsc mcckc kckmc cccmk ckckc ccccc cccck kmcsc ckccc 
cccck cckkk ckcck mcccc ccccc cckck cckcs kckcc sccck ccccc ssckc kkccc ccckk kccck kcccc kcccc 
ccmcc kcmkc ccscc ckcsc cccck ckksc ccccc ccccc ccmcc ccccc cckck cckkk scmcc cckkc kckcc ccccc 
ccmcc ccmmc mgkcc cmkck mccqc ccckc sckcm cmccc ckckc kcccc ckskc ckkcc cmkcm cccmc kkkcc csmkv 
scccc cckcm ccckc cmccc kcscc ccccc mcccc ccccc ckskc cckck cmmcc ccccc cccck cckcc ccccc ccckc 
cccck cmkkc kcckc cmcmm mcccs ckcmm ccckk ccckc cckcm ckccm ccmcc cmkcc kmcmc kcccc mcccm ccckm 
ccgkc ckccc ccccc ckccc cckcc ckkcc ccccc cmccm ckccc kcccc kckcs csmkc ccmmc ccccc scckc kcckc 
kkccc ccccc cmccc cckcc csskc ccccc ccccc cckck cmmkk mcmcc cccck kcccc kcccc cckkm kcccs smcmc 
