krckc ckkkc kkkcx ccckk kckkc kkkkk kkkcr qckkc ckkxk xckkk kkrck qkcck kkkkk kkkkk kkkkk xcxkc 
cccxx kxkck kckck kkkkk kckkk kkckk kxrcc kkckk kxkkc kkkkk kkcck kkrkk ckkxc xckkc xkckx ckkxk 
kkkxk kclkk kkkkc cckkq krkck xkkkk ckkkk ckkkk kkkkk ckkck xkxkc kkckk kckqx kkxkk xkkkk kkkkk 
rkkck kkkck ccckk kckkk kckkk kkkcc kxkkk kkckk kkkkk kckcx ckkkc kkkkc kkkkk kkccc ckkck kvkkk 
kkckk kkkkk cxkkc ckkkk kkkkk ckqck kkxkk kxkcc cxkkc kvqxk kkvxx kkccc kkkkk cxqkc kkkkk kkckk 
kqkkk kkkkk kxkkk ckkcc xkkkx ckkkk kkkck crkkk kkkkk kkckc kckck ccckr kkkkk xkckk kckkk kccck 
ckqxk kkkkc cxkkk kkkcc kkkcc kkkxk kkxkk ckklk xxkkk xkxkk kkkxr cckcx xkxkk ckkkk kkccc ckkkk 
kqkkk kxxkk kckkx kkkkk kcxkk xkkkk ckkck kkkkk kkpkk kcccc kcxck cvrkc kxckk cxkkk kcckc xckqk 
kkckc kkkkk qkckk xckkk kxcxc kckck xkkkk ckkkq kkkxc kckcc xkcck qkvck ckckk kcckc kkckk kckkk 
kkkxk ckkkk cckkk cckqc kkcck ckkkk cxxqc kkqkk ckkkx kckkk kcckk kkxkq ckkkk xxkkk ckkkc kkcrc 
kkxkk kkckk kkkkk kkkkk kkkkk ckcck kckxk kkcck kxkcq kqkqk rckkk ckckk kkkkc ckkxc kkkkk kkkck 
kkcqk kckkc kkkcc ckkkk ckkkk xckrk kckkc kkcck kkkqk kkxkk ckcck ckqkk kkkkk ckkkk kkckk kkcxk 
kckcc kqkkc ckckx kkxck kxkcx kccck kkcxk kcqkk ckkkk cckck kkkkk kkkck kkkkc cckkc cckkk kxcck 
kkckk kkkkk kkkxk kckkk qxrck kkckk kkqkk ckkkc ckckk kkkkk krckk qkkkx kkkkk kkckx ccrkc kcqxc 
kkkxk xkkck xkqkc xkkck kkkxk kkkck ccckk kkkck kkckx kkkkk kkkkk kkckk kkkxk kkkcc kkkxk ckkkk 
cccck kkckk kkkkk kkkck kqcck kkkkk kkxck kkkkc kkkck xckkk kkxkk kxkkk rckkx kckkk kxkkk xqckk 
kkkxc xkqkx ckkkk kqkkk kxkqk kkkkc ckcck kkxkk kkkkk kkckk kkkkk kkkkc cxkkk xckkk kkxkk kkkkk 
kkcck kcckk ckkkc kkxkx kcckk cckck ccckc kkckc kckkk ckkkk kkkkc kkkkk kkkkq ckckk kkkkc ckkkk 
ckkkk kkkkk kkkkc kkkkk kckkk ckkkk kckxk kckkk kkkkk kkckk kkxkc kkckk xkkkk kcxcc ckkkk ckccq 
kkxkk kkckk xkkkk kkckc kckck kxkkk xkcxk kkkck kkqkk cckxk cckkk kkkck kkkcc ckkck kkkkc cxkkk 
kkkkc kkkkk kxckk kkxkk kkcxk kkkkk xkkkk kxvkk kkckk cxkkx kckxk kkckk xckck kkckk ckkkk ckkkc 
kkkkk kkkkk kkckq kkkrk kkkkk kkkkk xcxcx kkkkk kckkc kkcck kcckq xkkkk kkckc kkkkc kckck kkkkk 
kkkkc kqkxk kkckk kkkkk ckkkx kkxxk kckkk kkckk kkkkk kkkkx kkkkk xrkck kckkx kkkqc kckkc kkrkk 
kkkxk kkccc kxkkc kkkkc kkxck kkckk kkkkk kkkkc kkkkk kxckk kkkkk kkckk kckck kkkkk ckkkk kkkkk 
xkkkk xkkkk kxkcc kckkk kkckc xkckk xcckk kqkkk kkkck qkkck kkkcr kckkk kckcx kkkkk ckkck kkkcq 
kkckk kckcc kckkc kcckk kkkkk kkkcx kkkkk kckkk kkkkk kkkkk kkkcc kkkkk kkkkc kxkcr qqkkk kkckk 
kxkck ckkkk kkkkc kkkcc ckkkc kxkkk kkxkk kkkrc kkkkc kccxk xkkkk kkckk xkkkr kkkcc kkkxc kckkx 
ckkck kkkkc qccck cxkkk ckkkk kckkk kcckc kkckk kkkkx qkkck xxkkk kxckk ckkck ckkck kkqxk xckkk 
kxkcc kkkkk kkrxq kkkkk kckkc kkkkk ckkck kkkck kkkck kcxkk kkkxk kkkxk kkkkk kckkk kkkkk kkkkk 
kkckk kkxkk kcxcc kkkck kkxkx kckkk kkcxc cckkk xccck rckkk ccckc kqckk kkkkc kkckk kkxkk cxkkk 
kkkkk kkxkk kkxkk kckkc ckkcc kkkxc kkckc kkkck kkkck kkckx kkkkk kckcq xkqkk ckkcc kkkkc kkccc 
ckkkk cxccc kkkkk kkkkk kkkck kkkkk ccckk kkxkc kckkk kckkk kxkkk cckkk kkkck kkkxk kkcck kkkcx 
kkkck kkkkk qkcck kkckk kkckk kkkck kcckk kccck kkkkk kkkkx ckkck kkkkk kkkkk kkckk ckkkc kkcck 
